doi,short_name,uniprotkb,protein,genbank_id
10.1186.1475-2859-11-131,MTH1,P35198,Protein MTH1,NP_001291674.1
10.1186.1475-2859-11-132,deoR,P0ACK5,Deoxyribose operon repressor,GAA5638719.1
10.1186.1475-2859-11-132,recA,P0A7G6,Protein RecA,WP_354691044.1
10.1186.1475-2859-11-132,ptsH,P0AA04,Phosphocarrier protein HPr,XCO04795.1
10.1186.1475-2859-11-132,nupG,P0AFF4,Nucleoside permease NupG,XCO05040.1
10.1186.1475-2859-11-132,lacI,P03023,Lactose operon repressor,WP_010493381.1
10.1186.1475-2859-11-132,ptsI,P08839,Phosphoenolpyruvate-protein phosphotransferase,WP_354692330.1
10.1186.1475-2859-11-132,endA,P25736,Endonuclease-1,XP_066216806.1
10.1186.1475-2859-11-153,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1186.1475-2859-11-155,ARO3,P14843,"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited",XP_065957033.1
10.1186.1475-2859-11-155,ARO4,P32449,"Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited",XP_501538.2
10.1186.1475-2859-11-155,CHS3,P29465,Chitin synthase 3,XP_066155145.1
10.1186.1475-2859-11-155,PAL1,Q05518,Protein PAL1,KAL0581349.1
10.1186.1475-2859-11-155,CPR1,P14832,Peptidyl-prolyl cis-trans isomerase,WP_354678175.1
10.1186.1475-2859-11-167,PntB,Q2EV14,PntB,WP_354691359.1
10.1186.1475-2859-11-30,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1186.1475-2859-11-30,trpR,P0A881,Trp operon repressor,XCO02229.1
10.1186.1475-2859-11-30,tnaA,P0A853,Tryptophanase,WP_354688478.1
10.1186.1475-2859-11-30,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.1475-2859-11-30,trpE,P00895,Anthranilate synthase component 1,WP_354687696.1
10.1186.1475-2859-11-41,fadD,P69451,Long-chain-fatty-acid--CoA ligase,WP_354687268.1
10.1186.1475-2859-11-41,fadL,P10384,Long-chain fatty acid transport protein,XP_066244395.1
10.1186.1475-2859-11-41,TesA,A0A828UCX3,TesA,XCO06392.1
10.1186.1475-2859-11-54,sucD,P0AGE9,Succinate--CoA ligase [ADP-forming] subunit alpha,WP_354684950.1
10.1186.1475-2859-11-68,ADH5,P38113,Alcohol dehydrogenase 5,XCO05096.1
10.1186.1475-2859-11-68,ADH1,P00330,Alcohol dehydrogenase 1,WP_354691552.1
10.1186.1475-2859-11-68,PDC1,P06169,Pyruvate decarboxylase isozyme 1,NP_001277043.1
10.1186.1475-2859-11-68,ADH3,P07246,"Alcohol dehydrogenase 3, mitochondrial",XP_066235040.1
10.1186.1475-2859-11-68,BDH1,P39714,"(R,R)-butanediol dehydrogenase",DAA06929.2
10.1186.1475-2859-11-90,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1186.1475-2859-11-90,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1186.1475-2859-11-90,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1186.1475-2859-11-90,yqhD,Q46856,Alcohol dehydrogenase YqhD,WP_354691950.1
10.1186.1475-2859-11-90,eutG,P76553,Probable alcohol dehydrogenase EutG,P41795.2
10.1186.1475-2859-11-90,yiaY,A0A037Y9Q0,L-threonine dehydrogenase,XCO05634.1
10.1186.1475-2859-11-90,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1186.1475-2859-11-90,betA,P17444,Oxygen-dependent choline dehydrogenase,XAY03923.1
10.1186.1475-2859-11-90,fucO,P0A9S1,Lactaldehyde reductase,WP_354692344.1
10.1186.1475-2859-11-90,adhP,P39451,"Alcohol dehydrogenase, propanol-preferring",P39451.1
10.1186.1475-2859-11-90,fnr,P0A9E5,Fumarate and nitrate reduction regulatory protein,XCN43796.1
10.1186.1475-2859-11-90,yjgB,A0A0H2VGF6,Hypothetical zinc-type alcohol dehydrogenase-like protein yjgB,ADY62343.1
10.1186.1475-2859-11-90,alsS,A0A3L0VW79,Acetolactate synthase AlsS,WP_354690715.1
10.1186.1475-2859-11-90,ilvD,P05791,Dihydroxy-acid dehydratase,WP_354688765.1
10.1186.1475-2859-11-90,ilvC,P05793,Ketol-acid reductoisomerase (NADP(+)),XAY05516.1
10.1186.1475-2859-12-108,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1186.1475-2859-12-108,melA,P06720,Alpha-galactosidase,XCO06144.1
10.1186.1475-2859-12-110,ddh,P04964,Meso-diaminopimelate D-dehydrogenase,CAL1519063.1
10.1186.1475-2859-12-110,lysE,P94633,Lysine exporter LysE,WP_354620197.1
10.1186.1475-2859-12-110,tuf,A0A0C5KN28,Elongation factor Tu,WP_354692902.1
10.1186.1475-2859-12-118,ackA,P71104,Acetate kinase,WP_354688381.1
10.1186.1475-2859-12-119,LPD1,P09624,"Dihydrolipoyl dehydrogenase, mitochondrial",XP_066197472.1
10.1186.1475-2859-12-119,ILV2,P07342,"Acetolactate synthase catalytic subunit, mitochondrial",DAA07472.1
10.1186.1475-2859-12-119,ADH6,Q04894,NADP-dependent alcohol dehydrogenase 6,7XL5_C
10.1186.1475-2859-12-119,MDH2,P22133,"Malate dehydrogenase, cytoplasmic",WP_354680149.1
10.1186.1475-2859-12-119,MAE1,P36013,"NAD-dependent malic enzyme, mitochondrial",XP_066168290.1
10.1186.1475-2859-12-119,PYC2,P32327,Pyruvate carboxylase 2,XAG33561.1
10.1186.1475-2859-12-122,PAH1,V5YMY4,Phosphatidate phosphatase,WP_322455823.1
10.1186.1475-2859-12-13,crtE,A0A0C4MWV0,"(2E,6E)-farnesyl diphosphate synthase",Q667J4.1
10.1186.1475-2859-12-13,crtYB,Q7Z859,Bifunctional lycopene cyclase/phytoene synthase,WP_354667439.1
10.1186.1475-2859-12-20,ldhA,H3MXX7,2-hydroxyacid dehydrogenase,WP_354691332.1
10.1186.1475-2859-12-4,gldA,A0A0H3KCV3,Glycerol dehydrogenase,WP_354692328.1
10.1186.1475-2859-12-56,aceK,P11071,Isocitrate dehydrogenase kinase/phosphatase,WP_353799184.1
10.1186.1475-2859-12-56,caiA,P60584,Crotonobetainyl-CoA reductase,XAY04416.1
10.1186.1475-2859-12-56,caiT,P31553,L-carnitine/gamma-butyrobetaine antiporter,XCO02272.1
10.1186.1475-2859-12-63,ocd,Q88H32,Ornithine cyclodeaminase,WP_354686004.1
10.1186.1475-2859-12-7,frdA,P00363,Fumarate reductase flavoprotein subunit,WP_354676329.1
10.1186.1475-2859-12-7,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1186.1475-2859-12-7,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1186.1475-2859-12-7,lldD,P33232,L-lactate dehydrogenase,WP_354691639.1
10.1186.1475-2859-12-7,ldh,A0A0V9RFW7,Lactate dehydrogenase,WP_354680285.1
10.1186.1475-2859-12-7,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1186.1475-2859-12-7,mgsA,P0A731,Methylglyoxal synthase,WP_354688504.1
10.1186.1475-2859-12-7,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1186.1475-2859-12-7,glpK,P0A6F3,Glycerol kinase,WP_354687570.1
10.1186.1475-2859-12-7,glpD,P13035,Aerobic glycerol-3-phosphate dehydrogenase,WP_354656036.1
10.1186.1475-2859-12-82,IDP2,P41939,Isocitrate dehydrogenase [NADP] cytoplasmic,XP_066201337.1
10.1186.1475-2859-12-82,MLS1,P30952,Malate synthase 1,WP_354692864.1
10.1186.1475-2859-12-82,XKS1,P42826,Xylulose kinase,XP_066207616.1
10.1186.1475-2859-12-82,XYL2,Q07993,D-xylulose reductase,DAA09387.1
10.1186.1475-2859-13-16,XKS1,P42826,Xylulose kinase,XP_066207616.1
10.1186.1475-2859-13-16,XYL2,Q07993,D-xylulose reductase,DAA09387.1
10.1186.1475-2859-13-2,AlsS,A0A8H9YUK3,Acetolactate synthase AlsS,WP_354690715.1
10.1186.1475-2859-13-21,aroK,P0A6D7,Shikimate kinase 1,WP_354683391.1
10.1186.1475-2859-13-21,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.1475-2859-13-21,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.1475-2859-13-21,aroE,P15770,Shikimate dehydrogenase (NADP(+)),XAY06244.1
10.1186.1475-2859-13-21,pps,P23538,Phosphoenolpyruvate synthase,WP_354682286.1
10.1186.1475-2859-13-39,ALD6,P54115,"Magnesium-activated aldehyde dehydrogenase, cytosolic",P54115.4
10.1186.1475-2859-13-39,ADH2,P00331,Alcohol dehydrogenase 2,WP_354692328.1
10.1186.1475-2859-13-43,tal,A0A559LVE7,Transaldolase,WP_354687890.1
10.1186.1475-2859-13-64,tpiA,P0A858,Triosephosphate isomerase,XP_066214244.1
10.1186.1475-2859-13-64,yqhD,Q46856,Alcohol dehydrogenase YqhD,WP_354691950.1
10.1186.1475-2859-13-64,zwf,P0AC53,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1186.1475-2859-13-64,aldH,A0A9Q6ZIS0,"Aldehyde dehydrogenase, prefers NADP over NAD",E5Y379.1
10.1186.1475-2859-13-64,dhaB,A0AAE9U4U9,Glycerol dehydratase large subunit,XCI60562.1
10.1186.1475-2859-13-88,gcd,A0A379L4C6,Glucose dehydrogenase,WP_354690302.1
10.1186.1475-2859-13-88,acoA,A0A1Q9RA66,Aconitate hydratase,WP_354692662.1
10.1186.1475-2859-13-88,pgl,A0A059UWN1,6-phosphogluconolactonase,WP_354688251.1
10.1186.1475-2859-8-10,SPT3,P06844,Protein SPT3,XP_066215397.1
10.1186.1475-2859-8-10,BMS1,Q08965,Ribosome biogenesis protein BMS1,XP_066205036.1
10.1186.1475-2859-8-19,trpD,A0A066SZD6,Anthranilate phosphoribosyltransferase,WP_354687705.1
10.1186.1475-2859-8-19,glk,P0A6V8,Glucokinase,WP_354685415.1
10.1186.1475-2859-8-19,galP,P0AEP1,Galactose-proton symporter,KAL0481816.1
10.1186.1475-2859-8-19,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.1475-2859-8-2,tdh,P07913,L-threonine 3-dehydrogenase,WP_354682409.1
10.1186.1475-2859-8-2,lacI,P03023,Lactose operon repressor,WP_010493381.1
10.1186.1475-2859-8-2,thrA,P00561,Bifunctional aspartokinase/homoserine dehydrogenase 1,XP_015612302.1
10.1186.1475-2859-8-49,GRE3,P38715,NADPH-dependent aldose reductase GRE3,P38715.1
10.1186.1475-2859-8-49,XKS1,P42826,Xylulose kinase,XP_066207616.1
10.1186.1475-2859-9-21,aroK,P0A6D7,Shikimate kinase 1,WP_354683391.1
10.1186.1475-2859-9-21,aroL,P0A6E1,Shikimate kinase 2,XCO02624.1
10.1186.1475-2859-9-21,aroB,P07639,3-dehydroquinate synthase,WP_354683390.1
10.1186.1475-2859-9-21,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.1475-2859-9-21,aroE,P15770,Shikimate dehydrogenase (NADP(+)),XAY06244.1
10.1186.1475-2859-9-36,GPD2,P41911,"Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial",XP_066201189.1
10.1186.1475-2859-9-36,GPD1,Q00055,Glycerol-3-phosphate dehydrogenase [NAD(+)] 1,WP_354688608.1
10.1186.1475-2859-9-84,PDC1,P06169,Pyruvate decarboxylase isozyme 1,NP_001277043.1
10.1186.1475-2859-9-96,tdh,P07913,L-threonine 3-dehydrogenase,WP_354682409.1
10.1186.1475-2859-9-96,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1186.1475-2859-9-96,metA,P07623,Homoserine O-succinyltransferase,WP_354690020.1
10.1186.1475-2859-9-96,TesB,B7L690,TesB protein,XCO02684.1
10.1186.1752-0509-3-17,SDH3,P33421,"Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial",XP_066229583.1
10.1186.1752-0509-6-106,AcnA,A0AAD0EJN8,Aconitate hydratase AcnA,WP_354690666.1
10.1186.1752-0509-6-106,speC,P21169,Constitutive ornithine decarboxylase,GAA5639269.1
10.1186.1754-6834-1-8,adh,A0A0D4D939,S-(hydroxymethyl)glutathione dehydrogenase,DAA11693.1
10.1186.1754-6834-6-139,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1186.1754-6834-6-85,ldh,A0A3T0D714,L-lactate dehydrogenase,WP_354691639.1
10.1186.1754-6834-6-85,pyrF,A0A3T0D5M2,Orotidine 5'-phosphate decarboxylase,WP_354690662.1
10.1186.1754-6834-6-89,PYK2,P52489,Pyruvate kinase 2,WP_354690261.1
10.1186.1754-6834-7-28,fadD,P69451,Long-chain-fatty-acid--CoA ligase,WP_354687268.1
10.1186.s12864-016-3255-4,lysC,P26512,Aspartokinase,WP_354690522.1
10.1186.s12864-016-3255-4,hom,P08499,Homoserine dehydrogenase,WP_354689585.1
10.1186.s12864-016-3467-7,algC,A0A0B7DFR1,phosphomannomutase,WP_354689756.1
10.1186.s12864-016-3467-7,algD,A0A0B7D7D1,GDP-mannose 6-dehydrogenase,WP_354686588.1
10.1186.s12864-016-3467-7,xylS,R4IU10,XylS,WP_354692887.1
10.1186.s12866-016-0780-x,tme,O30808,NADP-dependent malic enzyme,WP_354691994.1
10.1186.s12866-016-0780-x,dme,O30807,NAD-dependent malic enzyme,WP_354691994.1
10.1186.s12896-016-0257-x,fadD,P69451,Long-chain-fatty-acid--CoA ligase,WP_354687268.1
10.1186.s12896-016-0257-x,tesA,P0ADA1,Thioesterase 1/protease 1/lysophospholipase L1,CAL1691347.1
10.1186.s12896-016-0272-y,tldD,A0A067Z3J9,Protein TldD,WP_354688842.1
10.1186.s12896-016-0284-7,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1186.s12896-016-0284-7,ppc,P00864,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1186.s12896-016-0284-7,pykA,P21599,Pyruvate kinase II,XCN09597.1
10.1186.s12896-016-0284-7,maeA,P26616,NAD-dependent malic enzyme,WP_354691994.1
10.1186.s12896-016-0284-7,maeB,P76558,NADP-dependent malic enzyme,WP_354691994.1
10.1186.s12896-016-0284-7,pck,P22259,Phosphoenolpyruvate carboxykinase (ATP),WP_354689259.1
10.1186.s12896-017-0354-5,ptsI,P08839,Phosphoenolpyruvate-protein phosphotransferase,WP_354692330.1
10.1186.s12896-017-0354-5,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1186.s12896-017-0354-5,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1186.s12896-017-0354-5,pck,P22259,Phosphoenolpyruvate carboxykinase (ATP),WP_354689259.1
10.1186.s12896-017-0354-5,sbm,A0A0F3V1G8,methylmalonyl-CoA mutase,WP_354686632.1
10.1186.s12896-018-0418-1,ptsH,P0AA04,Phosphocarrier protein HPr,XCO04795.1
10.1186.s12896-018-0418-1,aroD,P05194,3-dehydroquinate dehydratase,WP_354691707.1
10.1186.s12896-018-0418-1,glk,P0A6V8,Glucokinase,WP_354685415.1
10.1186.s12896-018-0418-1,galP,P0AEP1,Galactose-proton symporter,KAL0481816.1
10.1186.s12896-018-0418-1,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1186.s12915-023-01688-x,hisG,Q9Z472,ATP phosphoribosyltransferase,WP_354685616.1
10.1186.s12915-023-01688-x,lysG,P94632,Lysine export transcriptional regulatory protein LysG,Q8RQM5.1
10.1186.s12915-023-01688-x,lysE,P94633,Lysine exporter LysE,WP_354620197.1
10.1186.s12915-023-01688-x,hisE,A0A0S2T8W0,Phosphoribosyl-ATP pyrophosphatase,XCN41584.1
10.1186.s12918-016-0276-1,xylB,P09099,Xylulose kinase,XP_066207616.1
10.1186.s12918-017-0427-z,marC,A0A3S4LLE7,UPF0056 membrane protein,XCN42465.1
10.1186.s12918-017-0427-z,acrR,Q7P0X9,Acrab operon repressor,P0ACT1.1
10.1186.s12934-014-0096-1,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1186.s12934-014-0096-1,aroF,P00888,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",P0A1B6.1
10.1186.s12934-014-0096-1,tyrA,P07023,T-protein,WP_354689847.1
10.1186.s12934-014-0096-1,aroB,P07639,3-dehydroquinate synthase,WP_354683390.1
10.1186.s12934-014-0096-1,aroL,P0A6E1,Shikimate kinase 2,XCO02624.1
10.1186.s12934-014-0096-1,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-014-0096-1,glpX,P0A9C9,"Fructose-1,6-bisphosphatase 1 class 2",WP_353512501.1
10.1186.s12934-014-0101-8,ribC,A0A0A0WHZ0,Riboflavin biosynthesis protein,WP_354686154.1
10.1186.s12934-014-0101-8,purR,P37551,Pur operon repressor,WP_142510485.1
10.1186.s12934-014-0101-8,ribA,D4FY99,Riboflavin biosynthesis protein RibBA,XAY08513.1
10.1186.s12934-014-0104-5,pgi,P0A6T1,Glucose-6-phosphate isomerase,WP_354688646.1
10.1186.s12934-014-0104-5,eda,P0A955,KHG/KDPG aldolase,KAL0453334.1
10.1186.s12934-014-0104-5,edd,A0A376WXF1,Phosphogluconate dehydratase,WP_354687399.1
10.1186.s12934-014-0104-5,acs,P27550,Acetyl-coenzyme A synthetase,XAY07663.1
10.1186.s12934-014-0104-5,ribC,P0AFU8,Riboflavin synthase,WP_354688338.1
10.1186.s12934-014-0104-5,ribB,P0A7J0,"3,4-dihydroxy-2-butanone 4-phosphate synthase",WP_354686154.1
10.1186.s12934-014-0104-5,ribD,P25539,Riboflavin biosynthesis protein RibD,XAY05373.1
10.1186.s12934-014-0104-5,ribE,P61714,"6,7-dimethyl-8-ribityllumazine synthase",WP_354682028.1
10.1186.s12934-014-0104-5,ribA,P0A7I7,GTP cyclohydrolase-2,XCN43938.1
10.1186.s12934-014-0104-5,ribF,P0AG40,Bifunctional riboflavin kinase/FMN adenylyltransferase,XAY05758.1
10.1186.s12934-014-0135-y,pgi,P0A6T1,Glucose-6-phosphate isomerase,WP_354688646.1
10.1186.s12934-014-0135-y,yhfR,Q8XA81,Uncharacterized protein YfhR,Q8XA81.4
10.1186.s12934-014-0135-y,nudF,Q93K97,ADP-ribose pyrophosphatase,XP_066243208.1
10.1186.s12934-014-0135-y,ispG,P62620,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),XAY05581.1
10.1186.s12934-014-0135-y,dxs,P77488,1-deoxy-D-xylulose-5-phosphate synthase,WP_354684001.1
10.1186.s12934-014-0136-x,trpD,A0A066SZD6,Anthranilate phosphoribosyltransferase,WP_354687705.1
10.1186.s12934-014-0136-x,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.s12934-014-0136-x,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-014-0145-9,FDH1,Q08911,Formate dehydrogenase 1,WP_354692291.1
10.1186.s12934-014-0145-9,TAL1,P15019,Transaldolase,WP_354687890.1
10.1186.s12934-014-0175-3,crtS,Q3HR17,Astaxanthin synthase,P54975.2
10.1186.s12934-014-0175-3,hmgR,A0A0B6VRW4,Hydroxymethylglutaryl-CoA synthase,WP_306402912.1
10.1186.s12934-014-0175-3,crtE,A0A0C4MWV0,"(2E,6E)-farnesyl diphosphate synthase",Q667J4.1
10.1186.s12934-014-0185-1,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.s12934-014-0185-1,tktA,P27302,Transketolase 1,WP_354690101.1
10.1186.s12934-015-0192-x,trpD,A0A066SZD6,Anthranilate phosphoribosyltransferase,WP_354687705.1
10.1186.s12934-015-0192-x,trpE,P00895,Anthranilate synthase component 1,WP_354687696.1
10.1186.s12934-015-0211-y,speF,P24169,Inducible ornithine decarboxylase,NP_033791.1
10.1186.s12934-015-0211-y,adiA,P28629,Biodegradative arginine decarboxylase,WP_353802834.1
10.1186.s12934-015-0211-y,argA,P0A6C5,Amino-acid acetyltransferase,XP_015631830.2
10.1186.s12934-015-0211-y,argR,P0A6D0,Arginine repressor,WP_336675198.1
10.1186.s12934-015-0211-y,speC,P21169,Constitutive ornithine decarboxylase,GAA5639269.1
10.1186.s12934-015-0211-y,argP,P0A8S1,HTH-type transcriptional regulator ArgP,WP_228908559.1
10.1186.s12934-015-0220-x,ERG1,P32476,Squalene epoxidase ERG1,KAL0633258.1
10.1186.s12934-015-0220-x,ERG9,P29704,Squalene synthase ERG9,DAA06882.1
10.1186.s12934-015-0237-1,pyrR,P39765,Bifunctional protein PyrR,WP_354682065.1
10.1186.s12934-015-0237-1,hom,P19582,Homoserine dehydrogenase,WP_354689585.1
10.1186.s12934-015-0237-1,cdd,P19079,Cytidine deaminase,WP_354690250.1
10.1186.s12934-015-0237-1,prs,P14193,Ribose-phosphate pyrophosphokinase,XCO10662.1
10.1186.s12934-015-0237-1,pyrH,O31749,Uridylate kinase,XAY05561.1
10.1186.s12934-015-0248-y,GST,P0A9D2,Glutathione S-transferase GstA,CAK9119045.1
10.1186.s12934-015-0248-y,ybgC,P0A8Z3,Acyl-CoA thioester hydrolase YbgC,CAL5249234.1
10.1186.s12934-015-0248-y,tyrA,P07023,T-protein,WP_354689847.1
10.1186.s12934-015-0248-y,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.s12934-015-0252-2,ZWF1,P11412,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1186.s12934-015-0252-2,TYR1,P20049,Prephenate dehydrogenase [NADP(+)],WP_354689132.1
10.1186.s12934-015-0252-2,ARO4,P32449,"Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited",XP_501538.2
10.1186.s12934-015-0254-0,aroK,A0A160PSP1,Shikimate kinase,WP_354683391.1
10.1186.s12934-015-0254-0,aroD,Q53Z51,3-dehydroquinate dehydratase,WP_354691707.1
10.1186.s12934-015-0254-0,aroB,A0A0S2T577,3-dehydroquinate synthase,WP_354683390.1
10.1186.s12934-015-0254-0,aroG,P35170,Phospho-2-dehydro-3-deoxyheptonate aldolase,XAY07946.1
10.1186.s12934-015-0254-0,aroE,A4QB65,Quinate/shikimate dehydrogenase (NAD(+)),WP_142946074.1
10.1186.s12934-015-0261-1,glf,P37747,UDP-galactopyranose mutase,XCO09297.1
10.1186.s12934-015-0273-x,DPP1,Q05521,Diacylglycerol pyrophosphate phosphatase 1,XP_003071776.2
10.1186.s12934-015-0273-x,HMG1,P12683,3-hydroxy-3-methylglutaryl-coenzyme A reductase 1,WP_354681421.1
10.1186.s12934-015-0273-x,LPP1,Q04396,Lipid phosphate phosphatase 1,XP_066159953.1
10.1186.s12934-015-0273-x,BTS1,Q12051,Geranylgeranyl pyrophosphate synthase BTS1,Q758K0.1
10.1186.s12934-015-0273-x,ERG20,P08524,Farnesyl pyrophosphate synthase,XP_066168481.1
10.1186.s12934-015-0291-8,cdd,P0ABF6,Cytidine deaminase,WP_354690250.1
10.1186.s12934-015-0291-8,pepA,P68767,Cytosol aminopeptidase,XP_066241425.1
10.1186.s12934-015-0291-8,dcd,P28248,dCTP deaminase,WP_354682080.1
10.1186.s12934-015-0291-8,deoA,P07650,Thymidine phosphorylase,WP_354673237.1
10.1186.s12934-015-0291-8,udp,P12758,Uridine phosphorylase,XCO05855.1
10.1186.s12934-015-0291-8,argR,P0A6D0,Arginine repressor,WP_336675198.1
10.1186.s12934-015-0291-8,deoD,P0ABP8,Purine nucleoside phosphorylase DeoD-type,XAY04718.1
10.1186.s12934-015-0291-8,thyA,P0A884,Thymidylate synthase,WP_354692431.1
10.1186.s12934-015-0291-8,purR,P0ACP7,HTH-type transcriptional repressor PurR,XCO03842.1
10.1186.s12934-015-0291-8,codA,P25524,Cytosine deaminase,WP_354691440.1
10.1186.s12934-015-0291-8,pyrG,P0A7E5,CTP synthase,WP_354691272.1
10.1186.s12934-015-0291-8,yfbR,P76491,5'-deoxynucleotidase YfbR,XCO04423.1
10.1186.s12934-015-0298-1,putA,P09546,Bifunctional protein PutA,WP_354689671.1
10.1186.s12934-015-0301-x,pgi,P0A6T1,Glucose-6-phosphate isomerase,WP_354688646.1
10.1186.s12934-015-0301-x,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1186.s12934-015-0301-x,eda,P0A955,KHG/KDPG aldolase,KAL0453334.1
10.1186.s12934-015-0301-x,dxs,P77488,1-deoxy-D-xylulose-5-phosphate synthase,WP_354684001.1
10.1186.s12934-015-0301-x,gnd,P00350,"6-phosphogluconate dehydrogenase, decarboxylating",BFO17300.1
10.1186.s12934-015-0301-x,idi,Q46822,Isopentenyl-diphosphate Delta-isomerase,WP_354692386.1
10.1186.s12934-015-0306-5,HIS3,P06633,Imidazoleglycerol-phosphate dehydratase,WP_322455492.1
10.1186.s12934-015-0312-7,xylB,P09099,Xylulose kinase,XP_066207616.1
10.1186.s12934-015-0312-7,yqhD,Q46856,Alcohol dehydrogenase YqhD,WP_354691950.1
10.1186.s12934-015-0312-7,aldA,P25553,Lactaldehyde dehydrogenase,DAA10635.1
10.1186.s12934-015-0312-7,fucO,P0A9S1,Lactaldehyde reductase,WP_354692344.1
10.1186.s12934-015-0321-6,ARO10,Q06408,Transaminated amino acid decarboxylase,Q06408.1
10.1186.s12934-015-0321-6,SNQ2,P32568,Protein SNQ2,KAL0636152.1
10.1186.s12934-015-0329-y,glaA,A2QHE1,Glucoamylase,WP_354680673.1
10.1186.s12934-015-0345-y,LpdB,F9UT67,Flavin prenyltransferase LpdB,F9UT67.1
10.1186.s12934-015-0345-y,LpdD,F9UT68,Protein LpdD,XCK03763.1
10.1186.s12934-015-0353-y,trpD,A0A066SZD6,Anthranilate phosphoribosyltransferase,WP_354687705.1
10.1186.s12934-015-0353-y,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1186.s12934-015-0353-y,tyrA,P07023,T-protein,WP_354689847.1
10.1186.s12934-015-0353-y,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1186.s12934-015-0362-x,ldh,A0A169S8E9,L-lactate dehydrogenase,WP_354691639.1
10.1186.s12934-015-0362-x,aceE,Q8NNF6,Pyruvate dehydrogenase E1 component,WP_354687835.1
10.1186.s12934-015-0362-x,mdh,Q8NN33,Malate dehydrogenase,WP_354692005.1
10.1186.s12934-015-0362-x,ldhA,Q6F5A8,L-lactate dehydrogenase,WP_354691639.1
10.1186.s12934-015-0362-x,butA,A0A0F7JJ78,diacetyl reductase [(S)-acetoin forming],DAA10125.1
10.1186.s12934-015-0364-8,hemL,A0A161JLY4,"Glutamate-1-semialdehyde 2,1-aminomutase",WP_354688879.1
10.1186.s12934-015-0364-8,hemA,A0A161JND0,Glutamyl-tRNA reductase,WP_354687431.1
10.1186.s12934-015-0369-3,thrA,P00561,Bifunctional aspartokinase/homoserine dehydrogenase 1,XP_015612302.1
10.1186.s12934-015-0369-3,glyA,P0A825,Serine hydroxymethyltransferase,WP_354689290.1
10.1186.s12934-015-0369-3,ppc,P00864,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1186.s12934-015-0369-3,sdaA,P16095,L-serine dehydratase 1,WP_354692860.1
